Business Name,Address,Area,Locality,City,State,PIN,Mobile,Rating,Reviews,Services,Latitude,Longitude,Listing ID,Google Place ID,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Category
Shree Prathmesh Cargo Movers,"D-4088, F-4, Bima Complex, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Navi Mumbai,Maharashtra,410218,,,,"moving_company, storage, shipping_service, transportation_service, point_of_interest, service, establishment",19.026832,73.1069235,localisy04760,ChIJ26J1GMbp5zsR9JOGKTgDYdI,,,,,,Cargo Services
Dhembare Brothers (I) Private Limited,"B-124, 126, 1st Floor, STEEL CHAMBER, Plot No. 514, next to MTNL Office, कळंबोली स्टील मार्केट यार्ड, कळंबोली, पनवेल, महाराष्ट्र 410218, India",Kalamboli Steel Market Yard,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 93201 06080,5.0,1.0,"transportation_service, point_of_interest, establishment",19.0293342,73.1063589,localisy04762,ChIJ___PF8bp5zsRB-tog602_TQ,photos\localisy02942_1.jpg,,,,,Cargo Services
Direct Trailer Lines,"C-2068, 2nd, Bema Office Complex, Near, Steel Market Rd, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 22 2742 2892,1.0,1.0,"transportation_service, shipping_service, point_of_interest, service, establishment",19.0270668,73.1068837,localisy04764,ChIJ___PF8bp5zsRqPg5yidGZpg,,,,,,Cargo Services
Santosh Transport,"F-1, Bema Office Complex, Steel Market, C-1068, Road, Sector AWC, Kalamboli, Panvel, Mumbai, Panvel, Maharashtra 410218, India",Panvel,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 98203 09429,5.0,1.0,"moving_company, transportation_service, shipping_service, point_of_interest, service, establishment",19.0268514,73.1066372,localisy04768,ChIJrx7pGcbp5zsRojzgMGBIO4o,photos\localisy02945_1.jpg,,,,,Cargo Services
Bharat Cargo Packers & Movers,"Shop No 12, Patel Palace, Plot No 03, Sector 18, Kamothe, Panvel, Maharashtra 410209, India",Sector 18,Kamothe,Navi Mumbai,Maharashtra,410209,+91 73045 55642,4.8,55.0,"point_of_interest, manufacturer, establishment",19.0130678,73.08839449999999,localisy04771,ChIJzXs1e1zp5zsRj_yn2sXSVt0,photos\localisy02494_1.jpg,,,,,Cargo Services
GANPATI TRANSIT PVT LTD,"II Floor, Steel Chamber, B-230-222, Sector AWC, Kalamboli, Panvel, Navi Mumbai, Panvel, Maharashtra 410218, India",Panvel,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 86088 99891,5.0,5.0,"transportation_service, point_of_interest, establishment",19.030003,73.107066,localisy04773,ChIJA1Ed7cbp5zsR0h-5a4YkvJY,photos\localisy02947_1.jpg,,,,,Cargo Services
M. S. Trimurti Cargo Movers,"C-4075, F-4, Bima Complex, Steel Market Rd, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Navi Mumbai,Maharashtra,410218,,,,"moving_company, storage, transportation_service, shipping_service, point_of_interest, service, establishment",19.0267427,73.1066637,localisy04778,ChIJyVSgGcbp5zsRqIvbJo91mR4,,,,,,Cargo Services
DTDC COURIER & CARGO SERVICES,"SHOP NO.7, Yoganand Co-op Society, Plot No.103, near NATIONAL INSTITUTE OF FASHION TECHNOLOGY, Sector 3, Kharghar, Panvel, Maharashtra 410210, India",Sector 3,Kharghar,Navi Mumbai,Maharashtra,410210,+91 93221 86504,3.8,47.0,"courier_service, shipping_service, point_of_interest, service, establishment",19.0302157,73.0599431,localisy11222,ChIJIUqfE0HC5zsRwM9Nk7v6_lA,photos\localisy18653_1.jpg,,,,,Cargo Services
Bombay Export Cargo Carriers Pvt Ltd,"A- wing, Kukreja Center, A-102, near Rainforest Resto Bar, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 11,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 93228 19167,5.0,4.0,"transportation_service, point_of_interest, establishment",19.0174168,73.04344019999999,localisy11225,ChIJ-elDBTHD5zsR9vPtVkwjN7w,photos\localisy08165_1.jpg,,,,,Cargo Services
SOUTH CARGO CARRIERS,"Shop No. 47, Gauri Commercial Complex, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 11,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 93213 91777,5.0,4.0,"transportation_service, point_of_interest, establishment",19.0174183,73.0427473,localisy11226,ChIJFSDRIHbD5zsRnweViSVR2Q8,photos\localisy08167_1.jpg,,,,,Cargo Services
Anil cargo private limited,"plot no 74, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 15,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 84258 41277,5.0,2.0,"transportation_service, shipping_service, point_of_interest, service, establishment",19.009051,73.0356802,localisy11237,ChIJZeiAQCXD5zsRW5udiJ5xTHk,photos\localisy08179_1.jpg,,,,,Cargo Services
AHI CARGO SOLUTION PVT LTD ( BELAPUR ),"A/703 SHELTON SAPPHIRE PLT NO 18-19 SECTOR 15 BEHIND CROMA CB, SHELTON SAPPHIRE LORDS CHS, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 15,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 99204 22188,4.0,1.0,"point_of_interest, establishment",19.0090346,73.0302528,localisy11239,ChIJPQIrXUjD5zsRLj4SIP-0XQo,photos\localisy08180_1.jpg,,,,,Cargo Services
Bhavani Shipping Services (I) Pvt Ltd,"601, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 15,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 22 4270 4270,3.6,45.0,"corporate_office, point_of_interest, establishment",19.0118471,73.03529449999999,localisy11243,ChIJ3UB0mPbD5zsRDl6eqm57f-o,photos\localisy08184_1.jpg,,,,,Cargo Services
NANAK SHIPPING PVT LTD,"Office No B603, Hermes Atrium, Plot No 57, near B.P Marine, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 11,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 98197 72041,4.9,38.0,"point_of_interest, establishment",19.0155373,73.03893070000001,localisy11244,ChIJRV3opl_D5zsR-1-r_i5veFc,photos\localisy08185_1.jpg,,,,,Cargo Services
NSS Shipping Pvt. Ltd.,"A-309, The Great Eastern Summit, Plot No, 56, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 15,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 22 4012 6452,4.7,104.0,"shipping_service, point_of_interest, service, establishment",19.009696,73.033762,localisy11246,ChIJqUWlhzzD5zsRuUCMNBfsrLA,photos\localisy08188_1.jpg,,,,,Cargo Services
Belgod marine,"315 / 316, Skylark building plot No: 63, Shahbaz Village, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 11,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 22 4970 6439,5.0,39.0,"transportation_service, shipping_service, point_of_interest, service, establishment",19.0154514,73.03837279999999,localisy11252,ChIJac0ejXzD5zsRS89b3qDKjdU,photos\localisy08193_1.jpg,,,,,Cargo Services
Rassiya Shipping Services Pvt Ltd,"302, 3, premises, Plot no 63, Skylark, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 11,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 22 6673 9881,4.2,22.0,"corporate_office, point_of_interest, establishment",19.0157025,73.040654,localisy11255,ChIJ39wW03TD5zsR8PO6ju1A7yc,photos\localisy08199_1.jpg,,,,,Cargo Services
Sea Lloyd Shipping Lines Private Limited (Navi Mumbai),"Unit No: B-1108, 11th Floor, Trishul Goldmine, Plot No-04, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 15,CBD Belapur,Navi Mumbai,Maharashtra,400614,,5.0,5.0,"shipping_service, point_of_interest, service, establishment",19.0119864,73.03471669999999,localisy11256,ChIJUUGJvaDD5zsRfUE-MjK7OwY,photos\localisy08201_1.jpg,,,,,Cargo Services
Maharaja Shipping Services Pvt Ltd,"SHELTON SAPPHIRE, A 601, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 15,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 22 4013 6479,5.0,1.0,"shipping_service, point_of_interest, service, establishment",19.009998,73.031729,localisy11257,ChIJhSnqkU_D5zsRj9ZRZb5BSi4,,,,,,Cargo Services
Proficient Cargo Services India LLP,"Concorde, 9th Floor, Office Nr 901,Plot Nr, 66A, near Konkan Belapur Flyover, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 11,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 22 2756 0939,5.0,1.0,"finance, point_of_interest, service, establishment",19.0142348,73.0377503,localisy11262,ChIJP7KohazD5zsRpKSI4A3-248,photos\localisy11775_1.jpg,,,,,Cargo Services
AEGON SHIPPING INDIA PRIVATE LIMITED,"Flat 307, Shelton Cubix, Plot 87, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 15,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 22 4970 0318,4.7,19.0,"shipping_service, point_of_interest, service, establishment",19.0112037,73.0371266,localisy11263,ChIJAUB9urnD5zsRyy6w-9a1UEs,photos\localisy08214_1.jpg,,,,,Cargo Services
Pisces Container Lines India Pvt. Ltd.,"A-604 606, The Great Eastern Summit, Plot No.56,, Sector 15, CBD Belapur, CBD Belapur, Navi Mumbai, Navi Mumbai, Maharashtra 400614, India",CBD Belapur,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 22 4085 0600,4.8,16.0,"transportation_service, shipping_service, point_of_interest, service, establishment",19.009718,73.033683,localisy11265,ChIJxW50kanD5zsR3bdfvbs20yE,,,,,,Cargo Services
D K Clearing And Shipping Agency Pvt. Ltd.,"405-406, 4th Floor, A - Wing, SHREE NAND DHAM, plot 59, Belapur East, Sector 11, CBD Belapur, Navi Mumbai, Mumbai, Maharashtra 400614, India",CBD Belapur,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 93210 66119,5.0,1.0,"shipping_service, point_of_interest, service, establishment",19.0164973,73.0383402,localisy11267,ChIJDyvTP-jD5zsR1_ajplDugCU,photos\localisy08216_1.jpg,,,,,Cargo Services
Aqua Cargo Marine Container Pvt ltd,"1207, 12'th Floor, V Times Square, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 15,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 22 4603 0869,5.0,4.0,"point_of_interest, establishment",19.0119662,73.035399,localisy11268,ChIJ2fp07Y3D5zsRPg9zc1do3Ks,photos\localisy08219_1.jpg,,,,,Cargo Services
North india Cargo Movers,"Sector 30, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 30,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 62007 23073,2.0,1.0,"transportation_service, point_of_interest, establishment",19.0236097,73.03314859999999,localisy11270,ChIJAQAAQLHD5zsRnaw61GnuCi0,,,,,,Cargo Services
container trailer transporters,"GALA NO.62, container service in mumbai, Ugam Nagar, Old Panvel, Panvel, Maharashtra 410206, India",Ugam Nagar,Panvel,Navi Mumbai,Maharashtra,410206,,,,"shipping_service, transportation_service, service, point_of_interest, establishment",18.993914,73.1054967,localisy11658,ChIJ6bBH2ALp5zsRc3cKg9oFNG0,,,,,,Cargo Services
TCI FREIGHT,"Bombay Pune Road,, Near S.T Bus Stand,, Panvel Post,, Forest Colony, Panvel, Maharashtra 410206, India",Panvel Post,Panvel,Navi Mumbai,Maharashtra,410206,+91 98188 66824,3.3,12.0,"transportation_service, point_of_interest, establishment",18.9926928,73.1165955,localisy11661,ChIJm65JTTzo5zsR5Yxbzkh7JZk,photos\localisy08606_1.jpg,,,,,Cargo Services
Om Cargo Movers,"Shop No 2, Kailash Complex, Metro Station, Plot No 10, near Taloja, Sector 2, Taloja, Navi Mumbai, Panvel, Maharashtra 410208, India",Taloja,Taloja,Navi Mumbai,Maharashtra,410208,+91 93504 33134,5.0,18.0,"transportation_service, point_of_interest, establishment",19.0737591,73.12316129999999,localisy11681,ChIJdUBOfbfr5zsRx7jwAJ0nwmQ,photos\localisy08576_1.jpg,,,,,Cargo Services
Hardev Cargo Movers,"Shop No 1, Sector 5, Phase 1, Taloja, Navi, Shop No 2/3, Plot No 5, Ak Heights, Sector 2, Taloja Phase 1 Rd, near Metro Car-Shed, Petali, Taloja Panchanand, Taloja, Mumbai, Panvel, Maharashtra 410208, India",Taloja,Taloja,Navi Mumbai,Maharashtra,410208,+91 96994 90111,,,"transportation_service, point_of_interest, establishment",19.0758215,73.09119799999999,localisy11688,ChIJk9pwegnq5zsRAgqnz0bN1TM,,,,,,Cargo Services
Avinash Cargo Pvt Ltd (ACPL),"Plot No. P-5, Shop No. 2, Taloja Bypass Phata, Mahanagar, Taloja, Panvel, Maharashtra 410208, India",Mahanagar,Taloja,Navi Mumbai,Maharashtra,410208,+91 77220 30379,3.1,16.0,"transportation_service, point_of_interest, establishment",19.066136,73.1275857,localisy11691,ChIJGVxefi3r5zsRQ-6SHSVlFF8,photos\localisy08611_1.jpg,,,,,Cargo Services
Shree Nasik Goods Transport Co. Pvt. Ltd.,"Kohinoor Ind Complex, Gala No.52, Opp. Hindal Co.,MIDC, Taloja, Panvel, Maharashtra 410208, India",MIDC,Taloja,Navi Mumbai,Maharashtra,410208,+91 98332 48251,4.8,4.0,"transportation_service, point_of_interest, establishment",19.067924,73.108024,localisy11699,ChIJcQEhIhnq5zsRKPJPLcXIf78,photos\localisy08649_1.jpg,,,,,Cargo Services
Nitco Bulk Cargo Carriers,"NAVDEGAON,Godownno:3,SaiPrasad Building, Near:GramPanchayat,Taloja- Kalamboli Highway, Navde, Taloja, Panvel, Maharashtra 410208, India",Navde,Taloja,Navi Mumbai,Maharashtra,410208,+91 93212 37019,,,"transportation_service, point_of_interest, establishment",19.051465,73.100318,localisy11700,ChIJhUapYvDp5zsRu6tHOxmTLQQ,,,,,,Cargo Services
India Cargo Packers And Movers,"shop no 7, Bhoomi Dhara Apartment, plot no 4/4a, Sector 6, Kamothe, Panvel, Maharashtra 410209, India",Sector 6,Kamothe,Navi Mumbai,Maharashtra,410209,+91 89289 01606,4.8,727.0,"shipping_service, storage, manufacturer, transportation_service, store, point_of_interest, service, establishment",19.0231749,73.09528499999999,localisy11703,ChIJHwwB_CHp5zsR8tv8YTi6-mw,photos\localisy07326_1.jpg,,,,,Cargo Services
Radhakrishna Carriers Pvt. Ltd.,"House No 576/A, Navda Phata,, behind Chandravilas Hotel, Taloja, Panvel, Maharashtra 410208, India",behind Chandravilas Hotel,Taloja,Navi Mumbai,Maharashtra,410208,+91 99207 64045,,,"transportation_service, point_of_interest, establishment",19.067924,73.108024,localisy11705,ChIJcQEhIhnq5zsRK-RdO_cTTaQ,photos\localisy08656_1.jpg,,,,,Cargo Services
All India Cargo Packers and Movers,"Shop No 8, Omkareshwar CHS, Plot No 19 and 20, Sector 10, Khanda Colony, Panvel, Maharashtra 410206, India",Sector 10,Panvel,Navi Mumbai,Maharashtra,410206,+91 87795 11249,4.9,221.0,"transportation_service, shipping_service, moving_company, manufacturer, storage, service, store, point_of_interest, establishment",19.0059319,73.1123501,localisy13646,ChIJBSAdyiPp5zsRcC7f3lV9Nvc,photos\localisy02472_1.jpg,,,,,Cargo Services
DTDC International Express Courier and Cargo,"Shop no 19, Gokuldham CHS Ltd, Plot no.3, opp. Bagban Hotel, Sector 35D, Kutak Bandhan, Kharghar, Panvel, Maharashtra 410210, India",Kutak Bandhan,Kharghar,Navi Mumbai,Maharashtra,410210,+91 90042 61199,4.5,204.0,"courier_service, shipping_service, service, point_of_interest, establishment",19.0721875,73.0782803,localisy13648,ChIJ5fXkq-XB5zsRrH98azDqFUE,photos\localisy11780_1.jpg,,,,,Cargo Services
TW Cargo,"B-125 1st Floor, Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614, India",Sector 11,CBD Belapur,Navi Mumbai,Maharashtra,400614,+91 22 2757 3905,,,"moving_company, transportation_service, service, point_of_interest, establishment",19.0171418,73.0385323,localisy13654,ChIJVVVVHK3D5zsRiq6zn2X4Sk4,,,,,,Cargo Services
MY DELEVERY,"Mahadev Building, Sector-19, Kharghar, Panvel, Maharashtra 410210, India",Sector-19,Kharghar,Navi Mumbai,Maharashtra,410210,+91 22 2683 4555,4.4,14.0,"shipping_service, service, point_of_interest, establishment",19.0496306,73.07877049999999,localisy13656,ChIJx28iEj_J5zsRtoCWdA8y40M,photos\localisy18637_1.jpg,,,,,Cargo Services
Bombay Raipur Cargo Carrier,"Shop No. 102, 1St Floor, Ameya Apt, Plot No. 68, 410218, Sai Nagar, Sector 4, Kalamboli, Panvel, Maharashtra 410218, India",Sector 4,Kalamboli,Navi Mumbai,Maharashtra,410218,+91 22 2745 0067,2.0,1.0,"transportation_service, point_of_interest, establishment",19.0293085,73.0977085,localisy13657,ChIJq6qqFtvp5zsRoA7vy0rtx9U,photos\localisy11795_1.jpg,,,,,Cargo Services
Jyoti Cargo Packer & Movers,"Shop No.10, Jai Ganesh Society, Plot no.34, Sector 36, Kamothe, Panvel, Maharashtra 410209, India",Sector 36,Kamothe,Navi Mumbai,Maharashtra,410209,+91 99911 74095,4.9,123.0,"transportation_service, point_of_interest, establishment",19.0260539,73.0906423,localisy17135,ChIJi-jNhK7D5zsRfZp8Z28IkoM,photos\localisy02473_1.jpg,,,,,Cargo Services
SS CARGO INDIA,"1A, Om Shreeji Apartment, Plot No. 26, Sector – 44A, Seawoods-Nerul, Seawoods West, Sector 44A, Seawoods, Navi Mumbai, Maharashtra 400706, India",Sector 44A,Seawoods,Navi Mumbai,Maharashtra,400706,+91 98191 73178,5.0,2.0,"corporate_office, point_of_interest, establishment",19.0124789,73.0107555,localisy17140,ChIJ___L45vD5zsR8cHqDl5lSnM,,,,,,Cargo Services
PERFECT CARGO LOGISTICS,"268,2nd Floor, Disma Complex, Kalamboli Steel Market Yard, Kalamboli, Panvel, Maharashtra 410218, India",Kalamboli Steel Market Yard,Kalamboli,Navi Mumbai,Maharashtra,410218,,3.4,5.0,"transportation_service, point_of_interest, establishment",19.0279725,73.10649289999999,localisy17141,ChIJcdTcSx_p5zsR22BPBKEV2yY,photos\localisy07407_1.jpg,,,,,Cargo Services
Quick Cargo Service,"117, Plot No.857A, Panvel Rd, Sector AWC, Kalamboli, Panvel, Maharashtra 410218, India",Sector AWC,Kalamboli,Navi Mumbai,Maharashtra,410218,,,,"transportation_service, point_of_interest, establishment",19.0331908,73.1060538,localisy17142,ChIJOa823VTp5zsRSuzDOQlnuiU,,,,,,Cargo Services
Real Cargo Movers And Movers,"FLAT - A / 001, EAST AND APARTMENT, NO- 6A, PLOT NO- 26, SECTOR, Sector 6A, Kamothe, Panvel, Maharashtra 410209, India",Sector 6A,Kamothe,Navi Mumbai,Maharashtra,410209,+91 99831 55255,4.9,51.0,"manufacturer, point_of_interest, establishment",19.0231184,73.09633029999999,localisy17149,ChIJ9c6R9Nvp5zsRadIHiF2hGr4,photos\localisy08572_1.jpg,,,,,Cargo Services
Alba Marine Services Pvt. Ltd,"Level 5,3rd Floor, L&T Seawoods Grand Central tower 2, E 308 & 309, Nerul East, Sector 40, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 40,Nerul,Navi Mumbai,Maharashtra,400706,+91 22 4264 7777,4.7,232.0,"shipping_service, service, point_of_interest, establishment",19.0209267,73.0189331,localisy17150,ChIJIYpg3k3J5zsR7hbaSmGsCkM,photos\localisy17777_1.jpg,,,,,Cargo Services
Trimukhi Logistics,"5A, E1/5-B6, Panchshil Nagar, New Panvel East, Panvel, Maharashtra 410206, India",Panchshil Nagar,Panvel,Navi Mumbai,Maharashtra,410206,+91 99679 33001,,,"transportation_service, point_of_interest, establishment",18.9939755,73.1237809,localisy17522,ChIJq6o3fQvo5zsReh2VWWs5H9Y,,,,,,Cargo Services
Walunj Transport,"Geetanjali Co.Op, Plot-31, near MNR School, HSG Society, Sector 8, Kamothe, Panvel, Maharashtra 410209, India",Sector 8,Kamothe,Navi Mumbai,Maharashtra,410209,+91 93230 33363,5.0,37.0,"transportation_service, travel_agency, service, point_of_interest, establishment",19.0217936,73.0942754,localisy18574,ChIJ0V1YJZ3p5zsRwFLxgPoXiVA,photos\localisy21306_1.jpg,,,,,Cargo Services
Purushottam Cargo Carriers of india,"B-301 Tirupati Complex Plot no 7 & 8, Jui-Kamothe Sector - 36, Sector 36, Kamothe, Panvel, Maharashtra 410209, India",Sector 36,Kamothe,Navi Mumbai,Maharashtra,410209,,,,"transportation_service, point_of_interest, establishment",19.0239294,73.09127389999999,localisy18575,ChIJvX49R07p5zsRY3Bq9CVVZfs,photos\localisy21317_1.jpg,,,,,Cargo Services
Venus Shipping Agency,"103-A, Jayant Apartment, Near Air-Cargo Complex, Main Road, Sahar Road, Sector 7, Kamothe, Panvel, Jui-Kamothe Sector - 36, Sector 7, Kamothe, Panvel, Maharashtra 410209, India",Sector 7,Kamothe,Navi Mumbai,Maharashtra,410209,+91 22 2681 7708,,,"shipping_service, transportation_service, point_of_interest, service, establishment",19.0242963,73.09364219999999,localisy18576,ChIJa1c3rdDp5zsRBFBoo99wU1k,,,,,,Cargo Services
TS Cargo Movers,"D-3/15, Haware Green Park, Plot No.15, Sector 22, Kamothe, Panvel, Maharashtra 410209, India",Sector 22,Kamothe,Navi Mumbai,Maharashtra,410209,+91 22 2743 0936,,,"transportation_service, point_of_interest, establishment",19.0130257,73.1028264,localisy18578,ChIJVVWFITPo5zsRvO9hgaP5C6s,,,,,,Cargo Services
Jet Air Express Services,"Shop No - 4, 2447+VHR Saibaba Apartment, Plot No - 12, Dr Babasaheb Ambedkar Flyover, near KRISHNA TOWER, Sector 9, Khanda Colony, Panvel, Maharashtra 410206, India",Sector 9,Panvel,Navi Mumbai,Maharashtra,410206,+91 95942 45551,3.0,2.0,"courier_service, shipping_service, point_of_interest, service, establishment",19.0071531,73.1140496,localisy18579,ChIJvZZmqUno5zsRt7drEAChXkA,photos\localisy08559_1.jpg,,,,,Cargo Services
M J CARGO MOVERS,"SHOP NO. 29, GANESH PLAZA 1, SECTOR 1,PLOT NO.1,NEAR NETRAJYOT HOSPITAL,, KHANDA, COLONY., Park Sight Society, Sector - 2, Greater Khanda, Panvel, Maharashtra 410206, India",Sector - 2,Panvel,Navi Mumbai,Maharashtra,410206,,3.7,3.0,"transportation_service, point_of_interest, establishment",19.009886,73.109225,localisy18580,ChIJqxy12jXo5zsR-AMW-e9MtI0,photos\localisy18618_1.jpg,,,,,Cargo Services
Radha cargo care pvt ltd,"Sai Gyan, no. 4, Ring Road, Nerul East, Sector 21, Nerul, Navi Mumbai, Maharashtra 400706, India",Sector 21,Nerul,Navi Mumbai,Maharashtra,400706,,5.0,2.0,"corporate_office, point_of_interest, establishment",19.0296311,73.02092309999999,localisy20337,ChIJI3_BNF255zsR8Yad5S-abHQ,,,,,,Cargo Services
